id,# of genres,# of production companies,production countries,number of production countries,Oversea Status,release year,release quarter,# of keywords,# of cast,gender distribution for cast,actor name,# of crew,gender distribution for crew,budget,homepage,imdbid,popularity,runtime,tagline
3053,1,3,['US'],1,0,08,2,3,14,"[(12, 0, 2)]","ThomasCampbell,ShepardFairey,ChrisJohanson,MargaretKilgallen,JoJackson,HarmonyKorine,GeoffMcFetridge,BarryMcGee,MikeMills,StephenPowersII,ClaireE,AaronRose,DeannaTempleton,EdTempleton",17,"[(14, 0, 3)]",0,http://www.beautifullosers.com/,tt0430916,0.732748,90,Make Something From Nothing
3054,2,0,['IN'],1,0,03,1,0,9,"[(0, 5, 4)]","AmitabhBachchan,HemaMalini,PareshRawal,LilleteDubey,SalmanKhan,SharatSaxena,MahimaChaudhry,RimiSen,SanjeedaSheikh",1,"[(0, 0, 1)]",0,,tt0337578,1.482993,183,Can you depend on your family?
3055,2,1,['US'],1,1,93,3,7,24,"[(8, 9, 7)]","DanielDayLewis,MichellePfeiffer,WinonaRyder,AlexisSmith,GeraldineChaplin,JonathanPryce,LindaFayeFarkas,MichaelReesDavis,TerryCook,JonGarrison,RichardE,AlecMcCowen,MaryBethHurt,StuartWilson,HowardErskine,JohnMcLoughlin,ChristopherNilsson,MiriamMargolyes,Si,CarolynFarina,MichaelGough,JoanneWoodward,RobertSeanLeonard,JuneSquibb",8,"[(0, 3, 5)]",34000000,,tt0106226,8.013617,139,In a world of tradition. In an age of innocence. They dared to break the rules.
3056,2,1,['RU'],1,0,10,4,0,5,"[(0, 2, 3)]","MikhailSkryabin,YuriMatveyev,AleksandrMosin,AidaTumutova,AnnaKorotayeva",6,"[(2, 0, 4)]",0,,tt1746183,1.444925,83,
3057,4,1,['US'],1,0,95,4,4,21,"[(2, 4, 15)]","DavidCaruso,LindaFiorentino,ChazzPalminteri,MichaelBiehn,RichardCrenna,AngieEverhart,DonnaMurphy,HoltMcCallany,DavidHunt,KevinTighe,RobinThomas,VictoriaSmith,DrewSnyder,SandyBerumen,BuddyJoeHooker,BobbyBass,DickZiker,VictorWong,KennethTigar,RonYuan,JohnWyman",6,"[(3, 0, 3)]",50000000,,tt0113451,11.418917,95,Some fantasies go too far.
3058,2,4,"['GB', 'US']",2,1,10,2,8,34,"[(7, 5, 22)]","RussellCrowe,CateBlanchett,MaxvonSydow,WilliamHurt,MarkStrong,OscarIsaac,DannyHuston,EileenAtkins,MarkAddy,MatthewMacfadyen,KevinDurand,ScottGrimes,AlanDoyle,DouglasHodge,L,JonathanZacca,RobertPugh,GerardMcSorley,VeliborTopic,CiaranFlynn,SimonMcBurney,MarkLewisJones,BronsonWebb,DenisM,RubyBentall,JessicaRaine,JohnNicholas,RoyHolder,DeniseGough,LukeEvans,ArthurDarvill,GianninaFacio,RalphIneson,JakeCurran",18,"[(7, 2, 9)]",200000000,http://www.robinhoodthemovie.com/,tt0955308,10.56812,140,"Rise and rise again, until lambs become lions."
3059,1,3,"['GE', 'RU']",2,1,84,2,1,9,"[(6, 1, 2)]","AvtandilMakharadze,IyaNinidze,ZeinabBotsvadze,KetevanAbuladze,EdisherGiorgobiani,KakhiKavsadze,MerabNinidze,NinoZaqariadze,NanoOchigava",6,"[(3, 0, 3)]",0,,tt0093754,0.933995,153,
3060,6,2,"['DE', 'US']",2,0,98,3,11,47,"[(11, 9, 27)]","SamuelL,KevinSpacey,DavidMorse,RonRifkin,JohnSpencer,J,SiobhanFallon,PaulGiamatti,ReginaTaylor,BruceBeatty,MichaelCudlitz,CarlosG,TimKelleher,DeanNorris,NestorSerrano,DougSpinuzza,LeonardL,StephenLee,LilyNicksay,LauriJohnson,SabiDorr,GeneWolande,RhondaDotson,JohnLordan,JackShearer,DonnaPonterotto,MichaelShamusWiles,MikScriba,JoeyPerillo,MaryPageKeller,KelseyMulrooney,BradBlaisdell,BruceWright,RobertDavidHall,BernardHocke,TonyMockusJr,RickScarry,McNallySagal,MaryMajor,EdwinaMoore,JamesBlackburn,TomBower,DavidMichaelFordham,PaulGuilfoyle,MaureenMendoza,JackRooney,RickTouhy",31,"[(11, 3, 17)]",50000000,,tt0120768,7.65502,140,He frees hostages for a living. Now he's taking hostages to survive.
3061,4,3,['US'],1,0,91,1,14,12,"[(5, 2, 5)]","KlausMariaBrandauer,EthanHawke,SeymourCassel,SusanHogan,JamesRemar,BillMoseley,ClintYoungreen,PiusSavage,AaronHotch,CharlesJimmieSr,DickMackey,SuzanneKent",18,"[(4, 5, 9)]",14000000,,tt0103247,12.318052,107,"Where civilization ends, their journey begins."
3062,3,6,"['US', 'IN']",2,1,08,1,7,17,"[(6, 2, 9)]","CatincaUntaru,LeePace,JustineWaddell,KimUylenbroek,AidenLithgow,SeanGilder,RonaldFrance,AndrewRoussouw,MichaelHuff,GrantSwanby,EmilHostina,JeetuVerma,LeoBill,MarcusWesley,AyeshaVerman,RobinSmith,JulianBleach",67,"[(52, 4, 11)]",0,http://www.thefallthemovie.com/,tt0460791,15.855108,117,A little blessing in disguise.
3063,4,3,['US'],1,0,02,1,6,36,"[(9, 5, 22)]","ValKilmer,AdamGoldberg,LuisGuzm,DougHutchison,AnthonyLaPaglia,GlennPlummer,PeterSarsgaard,DeborahKaraUnger,ChandraWest,BDWong,R,ShalomHarlow,ShirleyKnight,MeatLoaf,DannyTrejo,AzuraSkye,RexLinn,JoshTodd,RickyTrammell,KenjiNakamura,PaulaScarpino,MikeRandleman,JustineVisone,CharlesCarroll,LeeHolmes,JerryGauny,TannerGiles,RachelEzra,MphoKoaho,ChuckKuespert,ValLauren,TomFitzpatrick,ChristianJ,ReneRivera,DocDuhame",74,"[(50, 2, 22)]",18000000,,tt0235737,12.106615,103,"If you're looking for the truth, you've come to the wrong place."
3064,3,9,"['HK', 'CN']",2,1,15,1,0,37,"[(28, 1, 8)]","JackieChan,JohnCusack,AdrienBrody,SharniVinson,BennyUrquidez,KevinLee,RaidenIntegra,TomerOz,AlfredHsing,ChoiSiwon,MaxHuang,PaulPhilipClark,LoriePester,JoelAdrian,JoelAdrian,HarryOram,KyleShapiro,JonathanPaulson,VanderMcLeod,PhilippeJoly,FaithUgurlu,DannySalay,PierreBourdaud,JaiDay,MurrayCliveWalker,EmrahYilmaz,DannyCameron,KyleCameron,KyleAndrewMacNeil,DanielP,MiroslavKarel,J,AlexanderCorne,JamesLeeGuy,WillLefebvre,LinPeng,SteveYoo",10,"[(6, 0, 4)]",65000000,,tt3672840,5.462048,127,When the Eagle meets the Dragon
3065,2,3,['US'],1,0,11,3,10,37,"[(11, 10, 16)]","ChrisEvans,AnnaFaris,MartinFreeman,ChrisPratt,AriGraynor,BlytheDanner,EdBegleyJr,DaveAnnable,JoelMcHale,ZacharyQuinto,ElizaCoupe,MikeVogel,AndySamberg,OliverJacksonCohen,ThomasLennon,AnthonyMackie,JacksonNicoll,IvanaMili,HeatherBurns,KateSimses,TikaSumpter,DeniseVasi,JasonBowen,TylerPeck,JacquelynDoucette,SondraJames,ZacharyQuinto,NadineJacobson,ColbyParsons,AzizAnsari,EdJewett,LonnieFarmer,DalePlace,BronwenBooth,JohnFranchi,DanMarshall,StephanieAtkinson",7,"[(2, 3, 2)]",20000000,http://www.whatsyournumbermovie.com/,tt0770703,6.958086,106,Ally's looking for the best ex of her life.
3066,2,1,['US'],1,0,11,2,7,47,"[(8, 12, 27)]","RussellBrand,HelenMirren,GretaGerwig,JenniferGarner,GeraldineJames,LuisGuzm,NickNolte,PeterVanWagner,ChristinaJacquelynCalph,JohnHodgman,MurphyGuyer,SaulStein,Jos,JohnHodgman,ScottAdsit,EvanderHolyfield,RobertClohessy,EdHerbstman,JaredParker,TomToner,RichardBekins,MattMalloy,NigelBarker,TuffyQuestell,SaraChase,AliReza,BrianMcElhaney,CharlieHewson,PeterBrouwer,StinkFisher,DebbieLeeJones,PascalYenPfister,DylanClarkMarshall,SteveRosen,LeslieHendrix,GeorgeFeaster,EdJewett,JohnCarrafa,JennieEisenhower,SeanG,PamelaStewart,SkaiJackson,ToriFeinstein,JacksonNicoll,DevinAlmonte,JamieChoi,TatsumiRomano",45,"[(25, 5, 15)]",40000000,http://arthurthemovie.warnerbros.com/,tt1334512,9.698075,110,Meet the world's only loveable billionaire.
3067,1,3,['US'],1,0,17,1,3,27,"[(7, 10, 10)]","NatalieBrown,MelanieLynskey,BreedaWool,ChristinaKirk,SheilaVand,AngelaTrimbur,MikeDoyle,PeytonKennedy,RonLea,LindsayBurdge,JonathanWatton,MorganKrantz,BrendaWehle,LisaReneePitts,MorganPeterBrown,RubenPla,KyleAllen,PeterDaCunha,SanaiVictoria,MichaelDyson,CurtCornelius,LisaCostanza,CaseyAdams,ClaytonJackson,LauraG,OzzyVillazon,JayChirinos",18,"[(5, 8, 5)]",0,http://magnetreleasing.com/xx/,tt3322892,8.106953,80,Four deadly tales by four killer women
3068,2,1,['US'],1,1,92,1,4,18,"[(2, 3, 13)]","MikeMyers,DanaCarvey,RobLowe,TiaCarrere,LaraFlynnBoyle,ChrisFarley,BrianDoyleMurray,MichaelDeLuise,DonnaDixon,MeatLoaf,RobertPatrick,AliceCooper,ColleenCamp,LeeTergesen,KurtFuller,MikeHagerty,CharlesNoland",10,"[(1, 1, 8)]",20000000,,tt0105793,10.180776,94,You'll laugh. You'll cry. You'll hurl.
3069,5,5,['US'],1,0,11,1,11,17,"[(0, 4, 13)]","JohnnyDepp,IslaFisher,NedBeatty,BillNighy,AlfredMolina,AbigailBreslin,ClaudiaBlack,TimothyOlyphant,RayWinstone,StephenRoot,HarryDeanStanton,IanAbercrombie,GilBirmingham,JamesWardByrkit,BlakeClark,KeithCampbell,BethGrant",14,"[(5, 1, 8)]",135000000,http://www.rangomovie.com/,tt1192628,10.581925,107,Heroes come in all different colors.
3070,1,1,['NA'],0,0,98,2,3,16,"[(1, 6, 9)]","OliverPlatt,StanleyTucci,TonyShalhoub,SteveBuscemi,IsabellaRossellini,BillyConnolly,LiliTaylor,AlfredMolina,ElizabethBracco,SteveBuscemi,AllisonJanney,RichardJenkins,CampbellScott,DanaIvey,HopeDavis,WoodyAllen",2,"[(0, 0, 2)]",0,,tt0120823,2.533982,101,Why be yourself when you can be somebody else?
3071,1,4,"['FR', 'NL', 'US']",3,0,02,3,22,13,"[(4, 5, 4)]","JamesRansone,TiffanyLimos,MaeveQuinlan,AmandaPlummer,WadeWilliams,StephenJasso,JamesBullard,MikeApaletegui,AdamChubbuck,JulioOscarMechoso,PatriciaPlace,HarrisonYoung,EddieDaniels",16,"[(9, 1, 6)]",1300000,,tt0209077,12.630419,97,Who are you?
3072,5,3,"['GB', 'US']",2,0,10,3,8,29,"[(2, 7, 20)]","LeonardoDiCaprio,JosephGordonLevitt,EllenPage,TomHardy,KenWatanabe,CillianMurphy,MarionCotillard,MichaelCaine,DileepRao,TomBerenger,PetePostlethwaite,LukasHaas,TalulahRiley,TohoruMasamune,TaylorGeare,ClaireGeare,JohnathanGeare,YujiOkumoto,EarlCameron,RyanHayward,MirandaNolan,RussFega,TimKelleher,CoralieDedykere,SilvieLaguna,VirgileBramly,NicolasClerc,JeanMichelDagory,MarcRaducci",18,"[(9, 1, 8)]",160000000,http://inceptionmovie.warnerbros.com/,tt1375666,29.108149,148,Your mind is the scene of the crime.
3073,1,5,['US'],1,0,06,3,3,11,"[(1, 4, 6)]","ChrisPine,AnjaliJay,StephenTobolowsky,JaneSeymour,EddieKayeThomas,PoochHall,JenniferAlden,FrankGerrish,FrankGerrish,DeeMacaluso,KatyMixon",29,"[(16, 5, 8)]",0,,tt0454084,3.691443,99,Date at your own risk.
3074,0,0,['NA'],0,1,86,2,0,5,"[(0, 1, 4)]","JohnStockwell,JohnEdwardPeck,CareyLowell,BradfordBancroft,DonMichaelPaul",1,"[(0, 0, 1)]",0,,tt0090904,0.004425,95,
3075,2,2,['US'],1,0,12,3,15,19,"[(3, 8, 8)]","LoganLerman,EmmaWatson,EzraMiller,PaulRudd,NinaDobrev,MaeWhitman,ErinWilhelmi,JohnnySimmons,KateWalsh,JoanCusack,MelanieLynskey,DylanMcDermott,ZaneHoltz,NicholasBraun,JuliaGarner,TomSavini,AdamHagenbuch,ReeceThompson,LandonPigg",16,"[(3, 4, 9)]",13000000,http://perks-of-being-a-wallflower.com/,tt1659337,12.775679,102,We are infinite.
3076,6,3,['US'],1,0,05,2,11,15,"[(3, 2, 10)]","IceCube,SamuelL,WillemDafoe,ScottSpeedman,PeterStrauss,Xzibit,MichaelRoof,SunnyMabrey,NonaGaye,JohnG,RamonDeOcampo,BarrySigismondi,DavidRountree,NedSchmidtke,MichaelDonEvans",111,"[(82, 9, 20)]",60000000,http://www.sonypictures.com/movies/xxxstateoftheunion/,tt0329774,19.144611,101,Prepare for the next level
3077,2,8,['US'],1,0,17,2,20,59,"[(35, 12, 12)]","ArnoldSchwarzenegger,ScootMcNairy,MaggieGrace,JudahNelson,LarrySullivan,JasonMcCune,GlennMorshower,MarianaKlaveno,MartinDonovan,HannahWare,ChristopherDarga,TeriClark,DanielleSherrick,JeffPanzarella,MoMcRae,KevinZegers,LewisPullman,MichaelLowry,DannyMooney,ScottA,KeithFlippen,BrianGallagher,MeganLeonard,ChristineDye,ChloeStearns,CarlG,LynnDowney,TrishaSimmons,McKennaKerrigan,KaseyDaley,JohnMoon,NathanHollabaugh,RexAlba,LauraAllen,MatthewW,VictoriaBorbridge,BrianWolfmanBlackBowman,ReidCarpenter,TheresaCook,ChaseCrawford,JamiCullen,KimEvans,LoganFry,JerryGallagher,AdamHicks,BryanKruse,ChristinaLambert,JoeMaurer,ChelseaMee,KennethMeyer,NicholasPalacio,EllenPepper,AllisonRowe,SamanthaRussell,SarahElizabethSmith,ChristinaSparks,TammyTsai,PeggyWarner,WilliamWillet",90,"[(71, 6, 13)]",10500000,,tt4581576,10.150041,92,All he had left was revenge
3078,5,4,['US'],1,0,07,4,9,40,"[(3, 11, 26)]","StevenPasquale,ReikoAylesworth,JohnOrtiz,ArielGade,SamTrammell,KristenHager,RobertJoy,DavidPaetkau,TomWoodruffJr,IanWhyte,ChelahHorsdal,MeshachPeters,MattWard,GinaHolden,KurtMaxRunte,LiamJames,TyOlsson,JohnnyLewis,CatherineLoughHaggquist,RekhaSharma,VictoriaBidewell,MichalSuch,DavidHornsby,ChrisWilliamMartin,JamesChutter,Fran,JuanRiedinger,TimPerez,DaliasBlake,RainbowFrancks,TimHenry,TomMcBeath,AnthonyHarrison,LloydBerry,RyanRobbins,CurtisCaravaggio,GlenBrkich,AdrianHough,JayLynGreen,LiliWexu",67,"[(45, 4, 18)]",40000000,http://www.avp-r.com/,tt0758730,10.793324,94,The Last Place On Earth We Want To Be Is In The Middle
3079,3,3,"['US', 'CA']",2,0,05,1,5,15,"[(3, 9, 3)]","MichelleTrachtenberg,JoanCusack,AmyStewart,HaydenPanettiere,KimCattrall,SteveRoss,TrevorBlumas,KirstenOlson,JocelynLai,ConnieRay,PaulSunHyungLee,RoyBradshaw,MarkHird,BenGilbank,ThanhNguyen",3,"[(3, 0, 0)]",25000000,,tt0396652,9.313354,98,
3080,3,3,['US'],1,0,04,2,4,14,"[(5, 3, 6)]","BillMurray,BreckinMeyer,JenniferLoveHewitt,StephenTobolowsky,EvanArnold,MarkChristopherLawrence,VanessaChristelle,DaamenJ,EveBrent,BillHoag,MichaelMonks,MelRodriguez,JulietteGoglia,JerryHauck",12,"[(3, 0, 9)]",50000000,,tt0356634,10.003679,80,Get ready for frisky business.
3081,3,3,['US'],1,0,74,2,5,17,"[(5, 3, 9)]","GeneHackman,JohnCazale,FredericForrest,CindyWilliams,HarrisonFord,TeriGarr,AllenGarfield,ElizabethMacRae,RobertDuvall,MichaelHiggins,MarkWheeler,BillyDeeWilliams,RamonBieri,PhoebeAlexander,GianCarloCoppola,RobertShields,RichardHackman",17,"[(3, 2, 12)]",1600000,,tt0071360,13.245638,113,Harry Caul is an invader of privacy. The best in the business.
3082,2,2,['US'],1,0,85,4,5,12,"[(5, 3, 4)]","BetsyRussell,GerardChristopher,RichardErdman,PhilipSterling,EricDouglas,PaulGunning,TobyIland,E,CynthiaThompson,DennisHayden,MichelleBauer,KristiSomers",12,"[(9, 0, 3)]",0,http://www.crownintlpictures.com/tztitles.html,tt0090184,7.313067,91,It's not just a man's world anymore.
3083,3,2,['US'],1,0,09,3,9,37,"[(15, 17, 5)]","RumerWillis,BrianaEvigan,JamieChung,LeahPipes,TeriAndrzejewski,AdamBerry,MeganWolfley,RobertBelushi,MarieBlanchard,ZackGarrett,MargoHarshman,AudrinaPatridge,JulianMorris,DebraGordon,J,CarrieFisher,MattLanter,MaxxHennard,KenBolden,AshtinPetrella,RickApplegate,NikkiMoore,DejaKreutzberg,MelissaLukon,ChrisConroy,JustineWachsberger,JoeForgione,KellyDessoye,KatieWoolridge,JeffKrajci,JoannaWaldsmith,NataliaDove,JustinTully,ChatonAnderson,NayliRusso",13,"[(5, 1, 7)]",12500000,,tt1232783,5.010852,101,The Sisters of Theta Pi Are Dying To Keep a Secret.
3084,2,1,['US'],1,1,28,3,4,13,"[(4, 1, 8)]","GretaGarbo,ConradNagel,GustavvonSeyffertitz,AlbertPollet,EdwardConnelly,RichardAlexander,SymonaBoniface,GeraldineDvorak,NicholaiKonovaloff,RussPowell,YouccaTroubetzkov,VictorYoung",7,"[(3, 0, 4)]",337,,tt0019195,0.76593,89,GRETA GARBO AND CONRAD NAGEL The Screen's Newest Discovery of Perfect Young Lovers
3085,3,1,['TH'],1,1,08,4,1,4,"[(2, 0, 2)]","TonyJaa,SarunyuWongkrachang,SorapongChatree,PrimorataDejudom",5,"[(1, 0, 4)]",8500000,http://www.ongbak2themovie.com/,tt0785035,8.553506,98,Warrior. Conqueror. Legend.
3086,1,3,['US'],1,0,11,4,13,21,"[(3, 7, 11)]","ThomasHorn,TomHanks,SandraBullock,MaxvonSydow,JohnGoodman,ViolaDavis,JeffreyWright,ZoeCaldwell,HazelleGoodman,AdrianMartinez,StephenHenderson,DennisHearn,PaulKlementowicz,JulianTepper,CalebReynolds,GregoryKorostishevsky,BrookeBloom,JensonSmith,StephanieKurtzuba,MalachiWeir,LornaGuityPruce",4,"[(1, 0, 3)]",40000000,http://extremelyloudandincrediblyclose.warnerbros.com/,tt0477302,7.82605,129,"This is not a story about September 11th, it's a story about every day after."
3087,1,3,['US'],1,0,10,1,10,15,"[(2, 4, 9)]","AshleyGreene,ShilohFernandez,BrettCullen,TaylorHandley,HeathFreeman,MelindaMcGraw,HaleyRamm,A,EllenHollman,JamesLeGros,CaseyLaBow,JamesLandryH,RossFrancis,CalebMichaelson,DavidSullivan",15,"[(5, 4, 6)]",0,http://www.freemanfilm.com/skateland,tt1312254,2.150786,98,It was a time when life was easy...in a place they thought would never change.
3088,1,0,['US'],1,0,12,3,3,3,"[(3, 0, 0)]","JackieSiegel,DavidSiegel,VirginiaNebab",2,"[(0, 2, 0)]",0,http://www.magpictures.com/thequeenofversailles/,tt2125666,3.589099,100,
3089,2,3,['PH'],1,1,12,3,0,30,"[(23, 3, 4)]","IsabelleHuppert,MariaIsabelLopez,MercedesCabral,KatherineMulville,MarcZanetta,SidLucero,RusticaCarpio,TimothyMabalot,RaymondBagatsing,CocoMartin,MonConfiado,PerryDizon,KristofferKing,ChanelLatorre,RonnieLazaro,MadeleineNicolas,BernardPalanca,AngelAquino,AllanPaule,ApolloAbraham,ArchieAdamos,BeaGarcia,CheRamos,JessEvardone,LaurenNovero,JonAchaval,Tado,BaronGeisler,JoelTorre,CatherineCornell",5,"[(3, 0, 2)]",11180,,tt1699745,0.660969,120,Even choice is not an option.
3090,2,2,['US'],1,0,06,4,7,18,"[(4, 2, 12)]","JackBlack,KyleGass,RonnieJamesDio,TimRobbins,MeatLoaf,BenStiller,DaveGrohl,JRReed,PaulF,TroyGentile,NedBellamy,FredArmisen,KirkWard,AmyPoehler,JohnC,GreggTurkington,AmyAdams,ColinHanks",5,"[(0, 0, 5)]",22000000,http://www.tenaciousdmovie.com/,tt0365830,7.98193,93,An epic quest. A magical guitar pick. A chance to put the D in Destiny.
3091,1,1,['US'],1,0,84,2,1,8,"[(2, 2, 4)]","SylvesterStallone,DollyParton,RichardFarnsworth,RonLeibman,TimThomerson,StevePeck,PennySanton,DanHewittOwens",12,"[(2, 3, 7)]",28000000,,tt0088001,5.415639,111,"She's bet everything, and we mean everything, that she can turn this New York cabbie into an overnight sensation. He has other things in mind. But he's never had a trainer like this one!"
3092,2,0,['US'],1,0,03,3,11,19,"[(7, 5, 7)]","PaulGiamatti,HopeDavis,JudahFriedlander,JamesUrbaniak,HarveyPekar,JoyceBrabner,DanielTay,DonalLogue,MollyShannon,TobyRadloff,JoshHutcherson,EytanMirsky,EarlBillings,MaggieMoore,JoeyKrajcar,ChrisAmbrose,CameronCarter,MaryFaktor,MadylinSweeten",6,"[(0, 3, 3)]",0,http://www.newline.com/properties/americansplendor.html,tt0305206,7.05435,101,Ordinary life is pretty complex stuff
3093,4,3,['US'],1,0,04,3,8,16,"[(1, 5, 10)]","WillSmith,RobertDeNiro,Ren,JackBlack,AngelinaJolie,ZiggyMarley,MartinScorsese,DavidP,DougE,MichaelImperioli,VincentPastore,PeterFalk,KatieCouric,FrankVincent,MissyElliott,ChristinaAguilera",76,"[(61, 2, 13)]",75000000,,tt0307453,17.999273,90,The story of what happens when one little fish tells a great white lie...
3094,1,2,['US'],1,1,00,2,4,16,"[(0, 4, 12)]","JimCarrey,Ren,AnthonyAnderson,RobertForster,RichardJenkins,ZenGesner,MongoBrownlee,JerodMixon,ChrisCooper,CamNeely,ShannonWhirry,TraylorHoward,TonyCox,RobMoran,NikkiTylerFlynn,SteveTyler",103,"[(73, 5, 25)]",51000000,,tt0183505,9.95456,116,From gentle to mental.
3095,2,3,['US'],1,0,06,4,24,24,"[(5, 9, 10)]","KateWinslet,PatrickWilson,JenniferConnelly,JackieEarleHaley,NoahEmmerich,GreggEdelman,PhyllisSomerville,RaymondJ,JaneAdams,TySimpkins,SadieGoldstein,HelenCarey,MaryB,TriniAlvarado,MarshaDietlein,SarahBuxton,ChadwickBrown,AdamMucci,ChanceKelly,WalkerRyan,EricaBerg,CatherineWolf,ChanceKelly,HunterReid",36,"[(15, 1, 20)]",26000000,http://www.littlechildrenmovie.com,tt0404203,7.311148,136,
3096,2,1,['US'],1,1,44,3,4,23,"[(8, 7, 8)]","RedSkelton,EstherWilliams,BasilRathbone,BillGoodwin,JeanPorter,NanaBryant,CarlosRam,EthelSmith,LinaRomay,HelenForrest,DonaldMeek,JacquelineDalya,FrancisPierlot,AnnCodee,MargaretDumont,BunnyWaters,JanisPaige,XavierCugat,HarryJames,DorothyAdams,CharmienneHarker,MurielMorris,RayTeal",15,"[(6, 1, 8)]",2361000,,tt0036628,0.789574,101,M.G.M's Mammoth Technicolor Musical Spectacle!
3097,3,3,['US'],1,1,07,2,16,143,"[(54, 56, 33)]","TobeyMaguire,KirstenDunst,JamesFranco,ThomasHadenChurch,TopherGrace,BryceDallasHoward,RosemaryHarris,JamesCromwell,J,TheresaRussell,DylanBaker,BillNunn,ElizabethBanks,TedRaimi,PerlaHaneyJardine,WillemDafoe,CliffRobertson,ElyaBaskin,MageinaTovah,MichaelPapajohn,JoeManganiello,StanLee,BruceCampbell,ChristopherYoung,GrantCurtis,DanielGillies,JohnPaxton,BeckyAnnBaker,SteveValentine,HalFishman,LucyGordon,ToniWynne,AndreB,TimMaculan,MarcVann,JoeBays,GreggDaniel,RogelioT,TimothyPatrickQuill,KathrynBryding,JoeVirzi,BillE,MichaelAlexander,AprilParkerJones,EdwardPadilla,RobertCurtisBrown,PaulTerrellClayton,CarolynNeff,ChristinaCindrich,SonyaMaddox,JessiCollins,MichaelMcLaughlin,AnneGartlan,EmilioRivera,KeithWoulard,ReynaldoGallegos,JimCoope,DeanEdwards,MargaretLaney,AimeeMiles,TanyaBond,MarkKubr,TonyBesson,RamonAdams,A,AngelisAlexandris,DawnMarieAnderson,FrankAnello,AnyaAvaeva,DavidBackus,TiffanyL,MarcC,SujeileeCandele,MichaelCiesla,IrinaCosta,JohnCrann,CrystalMarieDenha,AmyV,PaulEdney,NatalieFabry,KeithFausnaught,AmandaFlorian,BriannaLeannFlorian,TiffanyAshleyFlorian,ShaunPatrickFlynn,LoganFry,KevinFung,TonyGaltieri,ChuckGerena,BrianHopson,ClaudeJay,JulieJei,AndrewJamesJones,NatalieJones,ChristopherJude,BrittanyKrall,AlyssaLakota,TiaLatrell,LindaLee,PierangeliLlinas,BernadetteLords,SandrineMarlier,LauraMcDavid,NatalieMcNeil,DanielMignault,MarthaMillan,MicheleNanetteMiller,ClaudiaKatzMinnick,RobertMyers,JenOda,AnjeliaPelay,NickPoltoranin,VanessaReseland,LaRivers,BriaRoberts,LuisRosa,VanessaRoss,BrennaRoth,ShadeRupe,ArickSalmea,EricShackelford,DanielShafer,AbbeySkinner,KristinSomo,JenniferSparks,ChristopherStadulis,JimmyStar,ArneStarr,LiamStone,TajnaTanovic,AijaTerauda,BrigidTurner,EvelynVaccaro,NickVlassopoulos,SincerelyA,SilqWebster,GraigF,FredrickWeiss,JenniferWeston,TrentonWilley,RayWineteer",56,"[(26, 13, 17)]",258000000,http://www.sonypictures.com/movies/spider-man3/,tt0413300,27.614265,139,The battle within.
3098,1,1,['US'],1,0,89,3,6,7,"[(0, 3, 4)]","AndrewMcCarthy,JonathanSilverman,CatherineMaryStewart,TerryKiser,DonCalfa,CatherineParks,EloiseDeJoria",12,"[(7, 0, 5)]",6500000,,tt0098627,8.051891,97,"Bernie may be dead, but he's still the life of the party!"
3099,3,2,['US'],1,0,97,4,6,26,"[(7, 4, 15)]","MattDamon,DannyDeVito,JonVoight,ClaireDanes,MaryKayPlace,DeanStockwell,VirginiaMadsen,MickeyRourke,RandyTravis,RoyScheider,RedWest,JohnnyWhitworth,AndrewShue,TeresaWright,DannyGlover,WayneEmmons,AdrianRoberts,MichaelGirardin,RandallKing,JustinAshforth,MichaelKeysHall,JamesCunningham,FrankClem,AlanWoolf,SonnyShroyer,PamelaTiceChapman",43,"[(20, 6, 17)]",40000000,,tt0119978,6.683398,135,They were totally unqualified to try the case of a lifetime... but every underdog has his day.
3100,4,1,"['CA', 'DE', 'US']",3,1,04,4,5,8,"[(1, 4, 3)]","RobinWilliams,MiraSorvino,JimCaviezel,MimiKuzyk,GenevieveBuechner,LeanneAdachi,ThomBishops,StephanieRomanov",8,"[(2, 1, 5)]",0,,tt0364343,10.606823,95,"In the end, he sees everything."
3101,2,2,['US'],1,0,87,1,5,9,"[(0, 5, 4)]","EricStoltz,MaryStuartMasterson,LeaThompson,ChynnaPhillips,CraigSheffer,JohnAshton,EliasKoteas,MaddieCorman,MollyHagan",15,"[(5, 3, 7)]",0,,tt0094006,10.208658,95,"Before they could stand together, they had to stand alone."
3102,2,3,['CA'],1,1,14,2,2,11,"[(11, 0, 0)]","BayaRehaz,DerekLee,ClifProwse,EdovanBreemen,ZacharyGray,MichaelGill,JasonLee,BenjaminZeitoun,GaryRedekop,LilyPyLee,TasyaTeles",16,"[(14, 1, 1)]",318000,,tt2309961,8.93232,85,Captured. On Film.
3103,2,3,"['FR', 'IT', 'US']",3,1,87,2,0,15,"[(6, 3, 6)]","VincentSpano,JoaquimdeAlmeida,GretaScacchi,D,OmeroAntonutti,B,DavidBrandon,BrianFreilino,MargaritaLozano,MassimoVenturiello,AndreaProdan,CharlesDance,DoroteaAusenda,UgoBencini,DanielBosch",6,"[(4, 0, 2)]",0,,tt0093104,1.077673,117,
